name,set_code,card_number,class_name,power,toughness,starting_loyalty,starting_defense,mana_value,rarity,types,subtypes,supertypes,mana_costs,rules,black,blue,green,red,white,frame_color,frame_style,various_art
"Grief Tyrant","UNK","0","mage.cards.g.GriefTyrant","8","8","","","7","common","CREATURE","HORROR","","{5}{B/R}","","true","false","false","true","false","multicolor","","false"
"Giant Beaver","UNK","0","mage.cards.g.GiantBeaver","4","4","","","4","common","CREATURE","BEAVER MOUNT","","{3}{G}","","false","false","true","false","false","green","","false"
"Glorious Gale","UNK","0","mage.cards.g.GloriousGale","","","","","2","common","INSTANT","","","{1}{U}","","false","true","false","false","false","blue","","false"
"Gisas Favorite Shovel","UNK","0","mage.cards.g.GisasFavoriteShovel","","","","","2","common","ARTIFACT","EQUIPMENT","","{1}{B}","","true","false","false","false","false","black","","false"
"Glyph Elemental","UNK","0","mage.cards.g.GlyphElemental","2","2","","","0","common","","ELEMENTAL","","","","false","false","false","false","false","colorless","","false"
"Glen Elendra Archmage","UNK","0","mage.cards.g.GlenElendraArchmage","2","2","","","4","common","CREATURE","FAERIE WIZARD","","{3}{U}","","false","true","false","false","false","blue","","false"
"Go Forth","UNK","0","mage.cards.g.GoForth","","","","","1","common","INSTANT","","","{G}","","false","false","true","false","false","green","","false"
"Goblin Racketeer","UNK","0","mage.cards.g.GoblinRacketeer","4","2","","","4","common","CREATURE","GOBLIN ROGUE","","{3}{R}","","false","false","false","true","false","red","","false"
"Guardian Of Faith","UNK","0","mage.cards.g.GuardianOfFaith","3","2","","","3","common","CREATURE","SPIRIT KNIGHT","","{1}{W}{W}","","false","false","false","false","true","white","","false"
"Grave Peril","UNK","0","mage.cards.g.GravePeril","","","","","2","common","ENCHANTMENT","","","{1}{B}","","true","false","false","false","false","black","","false"
"Gideons Intervention","UNK","0","mage.cards.g.GideonsIntervention","","","","","4","common","ENCHANTMENT","","","{2}{W}{W}","","false","false","false","false","true","white","","false"
"Gideons Reproach","UNK","0","mage.cards.g.GideonsReproach","","","","","2","common","INSTANT","","","{1}{W}","","false","false","false","false","true","white","","false"
"Galufs Final Act","UNK","0","mage.cards.g.GalufsFinalAct","","","","","2","common","INSTANT","","","{1}{G}","","false","false","true","false","false","green","","false"
"Gollum Scheming Guide","UNK","0","mage.cards.g.GollumSchemingGuide","2","1","","","2","common","CREATURE","HALFLING HORROR","","{1}{B}","","true","false","false","false","false","black","","false"
"Guardian Of The Forgotten","UNK","0","mage.cards.g.GuardianOfTheForgotten","4","4","","","4","common","CREATURE","ELEPHANT WARRIOR","","{3}{W}","","false","false","false","false","true","white","","false"
"Goblin Gathering","UNK","0","mage.cards.g.GoblinGathering","","","","","3","common","SORCERY","","","{2}{R}","","false","false","false","true","false","red","","false"
"Gollum Patient Plotter","UNK","0","mage.cards.g.GollumPatientPlotter","3","1","","","2","common","CREATURE","HALFLING HORROR","","{1}{B}","","true","false","false","false","false","black","","false"
"Grist The Plague Swarm","UNK","0","mage.cards.g.GristThePlagueSwarm","","","3","","0","common","PLANESWALKER","GRIST","","","","false","false","false","false","false","colorless","","false"
"Goblin Tunneler","UNK","0","mage.cards.g.GoblinTunneler","1","1","","","2","common","CREATURE","GOBLIN ROGUE","","{1}{R}","","false","false","false","true","false","red","","false"
"Grand Melee","UNK","0","mage.cards.g.GrandMelee","","","","","4","common","ENCHANTMENT","","","{3}{R}","","false","false","false","true","false","red","","false"
"Great Divide Guide","UNK","0","mage.cards.g.GreatDivideGuide","2","3","","","2","common","CREATURE","HUMAN SCOUT ALLY","","{1}{G}","","false","false","true","false","false","green","","false"
"Gruul Guildgate","UNK","0","mage.cards.g.GruulGuildgate","","","","","0","common","LAND","GATE","","","","false","false","false","false","false","colorless","","false"
"Giant Mantis","UNK","0","mage.cards.g.GiantMantis","2","4","","","4","common","CREATURE","INSECT","","{3}{G}","","false","false","true","false","false","green","","false"
"Ghost Spider Gwen Stacy","UNK","0","mage.cards.g.GhostSpiderGwenStacy","4","4","","","5","common","CREATURE","SPIDER HUMAN HERO","","{3}{R}{R}","","false","false","false","true","false","red","","false"
"Go Shintai Of Shared Purpose","UNK","0","mage.cards.g.GoShintaiOfSharedPurpose","1","3","","","4","common","ENCHANTMENT CREATURE","SHRINE","","{3}{W}","","false","false","false","false","true","white","","false"
"Granite Shard","UNK","0","mage.cards.g.GraniteShard","","","","","3","common","ARTIFACT","","","{3}","","false","false","false","false","false","colorless","","false"
"Goblin Lyre","UNK","0","mage.cards.g.GoblinLyre","","","","","3","common","ARTIFACT","","","{3}","","false","false","false","false","false","colorless","","false"
"Giant Slug","UNK","0","mage.cards.g.GiantSlug","1","1","","","2","common","CREATURE","SLUG","","{1}{B}","","true","false","false","false","false","black","","false"
"Gimlis Fury","UNK","0","mage.cards.g.GimlisFury","","","","","2","common","INSTANT","","","{1}{R}","","false","false","false","true","false","red","","false"
"Gohn Town Of Ruin","UNK","0","mage.cards.g.GohnTownOfRuin","","","","","0","common","LAND","TOWN","","","","false","false","false","false","false","colorless","","false"
"Greenbelt Rampager","UNK","0","mage.cards.g.GreenbeltRampager","3","4","","","1","common","CREATURE","ELEPHANT","","{G}","","false","false","true","false","false","green","","false"
"Gemstone Array","UNK","0","mage.cards.g.GemstoneArray","","","","","4","common","ARTIFACT","","","{4}","","false","false","false","false","false","colorless","","false"
"Grafted Identity","UNK","0","mage.cards.g.GraftedIdentity","","","","","4","common","ENCHANTMENT","AURA","","{2}{U}{U}","","false","true","false","false","false","blue","","false"
"Goldmane Griffin","UNK","0","mage.cards.g.GoldmaneGriffin","3","2","","","5","common","CREATURE","GRIFFIN","","{3}{W}{W}","","false","false","false","false","true","white","","false"
"Gauntlet Of Power","UNK","0","mage.cards.g.GauntletOfPower","","","","","5","common","ARTIFACT","","","{5}","","false","false","false","false","false","colorless","","false"
"Gila Courser","UNK","0","mage.cards.g.GilaCourser","4","2","","","3","common","CREATURE","LIZARD MOUNT","","{2}{R}","","false","false","false","true","false","red","","false"
"Gallant Cavalry","UNK","0","mage.cards.g.GallantCavalry","2","2","","","4","common","CREATURE","HUMAN KNIGHT","","{3}{W}","","false","false","false","false","true","white","","false"
"Glory Bearers","UNK","0","mage.cards.g.GloryBearers","3","4","","","4","common","ENCHANTMENT CREATURE","HUMAN CLERIC","","{3}{W}","","false","false","false","false","true","white","","false"
"Growth Spiral","UNK","0","mage.cards.g.GrowthSpiral","","","","","2","common","INSTANT","","","{G}{U}","","false","true","true","false","false","multicolor","","false"
"Goblin Bangchuckers","UNK","0","mage.cards.g.GoblinBangchuckers","2","2","","","4","common","CREATURE","GOBLIN WARRIOR","","{2}{R}{R}","","false","false","false","true","false","red","","false"
"Grist Voracious Larva","UNK","0","mage.cards.g.GristVoraciousLarva","1","2","","","1","common","CREATURE","INSECT","","{G}","","false","false","true","false","false","green","","false"
"Ghost Lit Stalker","UNK","0","mage.cards.g.GhostLitStalker","1","1","","","1","common","CREATURE","SPIRIT","","{B}","","true","false","false","false","false","black","","false"
"Gluttonous Cyclops","UNK","0","mage.cards.g.GluttonousCyclops","5","4","","","6","common","CREATURE","CYCLOPS","","{5}{R}","","false","false","false","true","false","red","","false"
"Gruul Ragebeast","UNK","0","mage.cards.g.GruulRagebeast","6","6","","","7","common","CREATURE","BEAST","","{5}{R}{G}","","false","false","true","true","false","multicolor","","false"
"Greenweaver Druid","UNK","0","mage.cards.g.GreenweaverDruid","1","1","","","3","common","CREATURE","ELF DRUID","","{2}{G}","","false","false","true","false","false","green","","false"
"Goblin Brawler","UNK","0","mage.cards.g.GoblinBrawler","2","2","","","3","common","CREATURE","GOBLIN WARRIOR","","{2}{R}","","false","false","false","true","false","red","","false"
"Gluttonous Hellkite","UNK","0","mage.cards.g.GluttonousHellkite","3","3","","","5","common","CREATURE","DRAGON","","{X}{X}{B}{R}{G}","","true","false","true","true","false","multicolor","","false"
"Garenbrig Carver","UNK","0","mage.cards.g.GarenbrigCarver","3","2","","","4","common","CREATURE","HUMAN WARRIOR","","{3}{G}","","false","false","true","false","false","green","","false"
"Go Shintai Of Hidden Cruelty","UNK","0","mage.cards.g.GoShintaiOfHiddenCruelty","2","2","","","4","common","ENCHANTMENT CREATURE","SHRINE","","{3}{B}","","true","false","false","false","false","black","","false"
"Goblin Negotiation","UNK","0","mage.cards.g.GoblinNegotiation","","","","","3","common","SORCERY","","","{X}{R}{R}","","false","false","false","true","false","red","","false"
"Gloomwidow","UNK","0","mage.cards.g.Gloomwidow","3","3","","","3","common","CREATURE","SPIDER","","{2}{G}","","false","false","true","false","false","green","","false"
"Gruesome Discovery","UNK","0","mage.cards.g.GruesomeDiscovery","","","","","4","common","SORCERY","","","{2}{B}{B}","","true","false","false","false","false","black","","false"
"Gingerbread Cabin","UNK","0","mage.cards.g.GingerbreadCabin","","","","","0","common","LAND","FOREST","","","","false","false","false","false","false","colorless","","false"
"Gideons Defeat","UNK","0","mage.cards.g.GideonsDefeat","","","","","1","common","INSTANT","","","{W}","","false","false","false","false","true","white","","false"
"Gond Gate","UNK","0","mage.cards.g.GondGate","","","","","0","common","LAND","GATE","","","","false","false","false","false","false","colorless","","false"
"Grazing Gladehart","UNK","0","mage.cards.g.GrazingGladehart","2","2","","","3","common","CREATURE","ANTELOPE","","{2}{G}","","false","false","true","false","false","green","","false"
"Ghostblade Eidolon","UNK","0","mage.cards.g.GhostbladeEidolon","1","1","","","3","common","ENCHANTMENT CREATURE","SPIRIT","","{2}{W}","","false","false","false","false","true","white","","false"
"Geralfs Masterpiece","UNK","0","mage.cards.g.GeralfsMasterpiece","7","7","","","5","common","CREATURE","ZOMBIE HORROR","","{3}{U}{U}","","false","true","false","false","false","blue","","false"
"Gixian Puppeteer","UNK","0","mage.cards.g.GixianPuppeteer","4","3","","","4","common","CREATURE","PHYREXIAN WARLOCK","","{3}{B}","","true","false","false","false","false","black","","false"
"Ghostly Dancers","UNK","0","mage.cards.g.GhostlyDancers","2","5","","","5","common","CREATURE","SPIRIT","","{3}{W}{W}","","false","false","false","false","true","white","","false"
"Gods Willing","UNK","0","mage.cards.g.GodsWilling","","","","","1","common","INSTANT","","","{W}","","false","false","false","false","true","white","","false"
"Graveborn Muse","UNK","0","mage.cards.g.GravebornMuse","3","3","","","4","common","CREATURE","ZOMBIE SPIRIT","","{2}{B}{B}","","true","false","false","false","false","black","","false"
"Goblin Grenade","UNK","0","mage.cards.g.GoblinGrenade","","","","","1","common","SORCERY","","","{R}","","false","false","false","true","false","red","","false"
"Golgari Grave Troll","UNK","0","mage.cards.g.GolgariGraveTroll","0","0","","","5","common","CREATURE","TROLL SKELETON","","{4}{G}","","false","false","true","false","false","green","","false"
"Grim Servant","UNK","0","mage.cards.g.GrimServant","3","2","","","4","common","CREATURE","ZOMBIE WARLOCK","","{3}{B}","","true","false","false","false","false","black","","false"
"Grave Betrayal","UNK","0","mage.cards.g.GraveBetrayal","","","","","7","common","ENCHANTMENT","","","{5}{B}{B}","","true","false","false","false","false","black","","false"
"Great Teachers Decree","UNK","0","mage.cards.g.GreatTeachersDecree","","","","","4","common","SORCERY","","","{3}{W}","","false","false","false","false","true","white","","false"
"Goddric Cloaked Reveler","UNK","0","mage.cards.g.GoddricCloakedReveler","3","3","","","3","common","CREATURE","HUMAN NOBLE","","{1}{R}{R}","","false","false","false","true","false","red","","false"
"Glimmering Angel","UNK","0","mage.cards.g.GlimmeringAngel","2","2","","","4","common","CREATURE","ANGEL","","{3}{W}","","false","false","false","false","true","white","","false"
"Genju Of The Fields","UNK","0","mage.cards.g.GenjuOfTheFields","","","","","1","common","ENCHANTMENT","AURA","","{W}","","false","false","false","false","true","white","","false"
"God Pharaohs Gift","UNK","0","mage.cards.g.GodPharaohsGift","","","","","7","common","ARTIFACT","","","{7}","","false","false","false","false","false","colorless","","false"
"Goldmaw Champion","UNK","0","mage.cards.g.GoldmawChampion","2","3","","","3","common","CREATURE","DWARF WARRIOR","","{2}{W}","","false","false","false","false","true","white","","false"
"Goldnight Commander","UNK","0","mage.cards.g.GoldnightCommander","2","2","","","4","common","CREATURE","HUMAN CLERIC SOLDIER","","{3}{W}","","false","false","false","false","true","white","","false"
"Goldbug Scrappy Scout","UNK","0","mage.cards.g.GoldbugScrappyScout","1","3","","","0","common","ARTIFACT","VEHICLE","","","","false","false","false","false","false","colorless","","false"
"Golden Wish","UNK","0","mage.cards.g.GoldenWish","","","","","5","common","SORCERY","","","{3}{W}{W}","","false","false","false","false","true","white","","false"
"Great Unclean One","UNK","0","mage.cards.g.GreatUncleanOne","4","5","","","5","common","CREATURE","DEMON","","{4}{B}","","true","false","false","false","false","black","","false"
"Grixis Battlemage","UNK","0","mage.cards.g.GrixisBattlemage","2","2","","","3","common","CREATURE","HUMAN WIZARD","","{2}{B}","","true","false","false","false","false","black","","false"
"Gobhobbler Rats","UNK","0","mage.cards.g.GobhobblerRats","2","2","","","2","common","CREATURE","RAT","","{B}{R}","","true","false","false","true","false","multicolor","","false"
"Grimclaw Bats","UNK","0","mage.cards.g.GrimclawBats","1","1","","","2","common","CREATURE","BAT","","{1}{B}","","true","false","false","false","false","black","","false"
"Gavony Dawnguard","UNK","0","mage.cards.g.GavonyDawnguard","3","3","","","3","common","CREATURE","HUMAN SOLDIER","","{1}{W}{W}","","false","false","false","false","true","white","","false"
"Glint Hawk","UNK","0","mage.cards.g.GlintHawk","2","2","","","1","common","CREATURE","BIRD","","{W}","","false","false","false","false","true","white","","false"
